Year,Country,LOCATION,STATISTICS,Reference Statistics,UNIT_MEASURE,Unit of measurement,TIME,Value,Flag Codes,Flags
2004,Netherlands,NLD,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,529286.0,,
2004,Netherlands,NLD,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,231037.0,,
2004,New Zealand,NZL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,154559.0,,
2004,New Zealand,NZL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,57001.965,,
2004,Norway,NOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,1408931.0,,
2004,Norway,NOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,810109.0,,
2004,Poland,POL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,933091.0,,
2004,Poland,POL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,405488.0,,
2004,Portugal,PRT,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,152248.39,,
2004,Portugal,PRT,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,70388.273,,
2004,Slovak Republic,SVK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,46175.203,,
2004,Slovak Republic,SVK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,17509.619,,
2004,Sweden,SWE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,2830194.0,,
2004,Sweden,SWE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,1484735.0,,
2004,Switzerland,CHE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,502265.69,,
2004,Switzerland,CHE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,170413.38,,
2004,Türkiye,TUR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,582852.81,,
2004,Türkiye,TUR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,201431.0,,
2004,United Kingdom,GBR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,1323420.0,,
2004,United Kingdom,GBR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,530162.0,,
2004,United States,USA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,12217196.0,,
2004,United States,USA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,4503250.0,,
2004,India,IND,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,31438266.0,,
2004,India,IND,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,9064960.0,,
2004,Lithuania,LTU,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,18219.67,,
2004,Lithuania,LTU,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,6207.3799,,
2004,Slovenia,SVN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,27628.189,,
2004,Slovenia,SVN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,12882.27,,
2004,Croatia,HRV,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,33648.355,,
2004,Croatia,HRV,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,16439.301,,
2005,Belgium,BEL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,310037.59,,
2005,Belgium,BEL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,160791.59,,
2005,Canada,CAN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,1421590.0,,
2005,Canada,CAN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,559532.0,,
2005,Czech Republic,CZE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,3285601.0,,
2005,Czech Republic,CZE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,1392102.0,,
2005,Denmark,DNK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,1585984.1,,
2005,Denmark,DNK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,812682.0,,
2005,Finland,FIN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,164687.0,,
2005,Finland,FIN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,80729.0,,
2005,France,FRA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,1765905.0,,
2005,France,FRA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,941123.0,,
2005,Hungary,HUN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,22594966.0,,
2005,Hungary,HUN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,11143538.0,,
2005,Iceland,ISL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,1061428.3,,
2005,Iceland,ISL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,477628.47,,
2005,Italy,ITA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,1493635.3,,
2005,Italy,ITA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,705620.0,,
2005,Japan,JPN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,532515584.0,,
2005,Japan,JPN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,186434208.0,,
2005,Korea,KOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,957447808.0,,
2005,Korea,KOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,267103296.0,,
2005,Netherlands,NLD,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,550883.0,,
2005,Netherlands,NLD,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,234593.0,,
2005,New Zealand,NZL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,162937.0,,
2005,New Zealand,NZL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,61654.07,,
2005,Norway,NOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,1515410.0,,
2005,Norway,NOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,845493.0,,
2005,Poland,POL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,990530.0,,
2005,Poland,POL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,438169.5,,
2005,Portugal,PRT,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,158552.7,,
2005,Portugal,PRT,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,74144.93,,
2005,Slovak Republic,SVK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,50485.664,,
2005,Slovak Republic,SVK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,20055.949,,
2005,Sweden,SWE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,2931085.0,,
2005,Sweden,SWE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,1532881.0,,
2005,Switzerland,CHE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,520848.31,,
2005,Switzerland,CHE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,173183.48,,
2005,Türkiye,TUR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,680275.88,,
2005,Türkiye,TUR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,218452.0,,
2005,United Kingdom,GBR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,1399643.0,,
2005,United Kingdom,GBR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,576918.0,,
2005,United States,USA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,13039197.0,,
2005,United States,USA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,4817585.0,,
2005,India,IND,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,35812964.0,,
2005,India,IND,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,9761840.0,,
2005,Lithuania,LTU,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,20979.924,,
2005,Lithuania,LTU,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,7157.3901,,
2005,Slovenia,SVN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,29113.563,,
2005,Slovenia,SVN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,13506.86,,
2005,Croatia,HRV,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2005,36191.367,,
2005,Croatia,HRV,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2005,16488.525,,
2006,Belgium,BEL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,325151.5,,
2006,Belgium,BEL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,158639.41,,
2006,Canada,CAN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,1496604.0,,
2006,Canada,CAN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,590726.0,,
2006,Czech Republic,CZE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,3530881.0,,
2006,Czech Republic,CZE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,1463921.0,,
2006,Denmark,DNK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,1682260.3,,
2006,Denmark,DNK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,838266.0,,
2006,Finland,FIN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,172897.0,,
2006,Finland,FIN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,83111.0,,
2006,France,FRA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,1848151.0,,
2006,France,FRA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,977223.0,,
2006,Hungary,HUN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,24345408.0,,
2006,Hungary,HUN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,12503227.0,,
2006,Iceland,ISL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,1225716.0,,
2006,Iceland,ISL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,549591.69,,
2006,Italy,ITA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,1552686.8,,
2006,Italy,ITA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,742085.0,,
2006,Japan,JPN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,535170208.0,,
2006,Japan,JPN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,184797792.0,,
2006,Korea,KOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,1005601472.0,,
2006,Korea,KOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,287113408.0,,
2006,Netherlands,NLD,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,584546.0,,
2006,Netherlands,NLD,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,253629.0,,
2006,New Zealand,NZL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,172004.0,,
2006,New Zealand,NZL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,66780.805,,
2006,Norway,NOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,1662703.0,,
2006,Norway,NOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,912970.0,,
2006,Poland,POL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,1069431.0,,
2006,Poland,POL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,475378.0,,
2006,Portugal,PRT,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,166260.47,,
2006,Portugal,PRT,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,75225.82,,
2006,Slovak Republic,SVK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,56361.426,,
2006,Slovak Republic,SVK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,21879.93,,
2006,Sweden,SWE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,3121668.0,,
2006,Sweden,SWE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,1595140.0,,
2006,Switzerland,CHE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,553721.56,,
2006,Switzerland,CHE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,173815.36,,
2006,Türkiye,TUR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,795757.13,,
2006,Türkiye,TUR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,270783.0,,
2006,United Kingdom,GBR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,1472837.0,,
2006,United Kingdom,GBR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,601622.0,,
2006,United States,USA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,13815583.0,,
2006,United States,USA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,5065365.5,,
2006,India,IND,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,41643864.0,,
2006,India,IND,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,11449070.0,,
2006,Lithuania,LTU,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,24053.291,,
2006,Lithuania,LTU,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,8261.6904,,
2006,Slovenia,SVN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,31470.342,,
2006,Slovenia,SVN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,14331.31,,
2006,Croatia,HRV,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2006,39449.379,,
2006,Croatia,HRV,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2006,17711.922,,
2007,Belgium,BEL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,343618.91,,
2007,Belgium,BEL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,166871.41,,
2007,Canada,CAN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,1577661.0,,
2007,Canada,CAN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,620705.0,,
2007,Czech Republic,CZE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,3859533.0,,
2007,Czech Republic,CZE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,1560751.0,,
2007,Denmark,DNK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,1738845.3,,
2007,Denmark,DNK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,862318.0,,
2007,Finland,FIN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,187072.0,,
2007,Finland,FIN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,87119.0,,
2007,France,FRA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,1941360.0,,
2007,France,FRA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,1020486.0,,
2007,Hungary,HUN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,25741898.0,,
2007,Hungary,HUN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,12835221.0,,
2007,Iceland,ISL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,1386951.3,,
2007,Iceland,ISL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,620620.0,,
2007,Italy,ITA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,1614839.8,,
2007,Italy,ITA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,755481.0,,
2007,Japan,JPN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,539281728.0,,
2007,Japan,JPN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,186529200.0,,
2007,Korea,KOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,1089660160.0,,
2007,Korea,KOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,305520992.0,,
2007,Netherlands,NLD,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,619170.0,,
2007,Netherlands,NLD,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,264371.0,,
2007,New Zealand,NZL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,186673.0,,
2007,New Zealand,NZL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,71961.516,,
2007,Norway,NOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,1830145.0,,
2007,Norway,NOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,980959.0,,
2007,Poland,POL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,1187508.0,,
2007,Poland,POL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,509445.0,,
2007,Portugal,PRT,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,175483.41,,
2007,Portugal,PRT,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,78112.867,,
2007,Slovak Republic,SVK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,63163.352,,
2007,Slovak Republic,SVK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,22979.24,,
2007,Sweden,SWE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,3320278.0,,
2007,Sweden,SWE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,1637781.0,,
2007,Switzerland,CHE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,589085.13,,
2007,Switzerland,CHE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,178278.8,,
2007,Türkiye,TUR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,887714.44,,
2007,Türkiye,TUR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,296892.0,,
2007,United Kingdom,GBR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,1545792.0,,
2007,United Kingdom,GBR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,635055.0,,
2007,United States,USA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,14474228.0,,
2007,United States,USA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,5408531.5,,
2007,India,IND,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,48357600.0,,
2007,India,IND,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,13199280.0,,
2007,Lithuania,LTU,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,29011.219,,
2007,Lithuania,LTU,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,10238.51,,
2007,Slovenia,SVN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,35073.457,,
2007,Slovenia,SVN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,15225.33,,
2007,Croatia,HRV,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2007,43176.836,,
2007,Croatia,HRV,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2007,19794.236,,
2008,Belgium,BEL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,351743.09,,
2008,Belgium,BEL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,178598.7,,
2008,Canada,CAN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,1657041.0,,
2008,Canada,CAN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,655948.0,,
2008,Czech Republic,CZE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,4042860.0,,
2008,Czech Republic,CZE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,1652260.0,,
2008,Denmark,DNK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,1801469.9,,
2008,Denmark,DNK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,908135.0,,
2008,Finland,FIN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,194265.0,,
2008,Finland,FIN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,93006.0,,
2008,France,FRA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,1992380.0,,
2008,France,FRA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,1061865.0,,
2008,Hungary,HUN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,27249944.0,,
2008,Hungary,HUN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,13283006.0,,
2008,Iceland,ISL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,1589625.1,,
2008,Iceland,ISL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,1007600.3,,
2008,Italy,ITA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,1637699.4,,
2008,Italy,ITA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,783371.0,,
2008,Japan,JPN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,527823808.0,,
2008,Japan,JPN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,188167008.0,,
2008,Korea,KOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,1154216448.0,,
2008,Korea,KOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,344079808.0,,
2008,Netherlands,NLD,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,647198.0,,
2008,Netherlands,NLD,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,281277.0,,
2008,New Zealand,NZL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,189406.0,,
2008,New Zealand,NZL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,78502.125,,
2008,Norway,NOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,1944983.0,,
2008,Norway,NOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,1057827.0,,
2008,Poland,POL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,1285571.0,,
2008,Poland,POL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,567861.0,,
2008,Portugal,PRT,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,179102.78,,
2008,Portugal,PRT,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,81206.469,,
2008,Slovak Republic,SVK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,68590.531,,
2008,Slovak Republic,SVK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,25374.619,,
2008,Sweden,SWE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,3412253.0,,
2008,Sweden,SWE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,1706926.0,,
2008,Switzerland,CHE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,614407.75,,
2008,Switzerland,CHE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,189263.11,,
2008,Türkiye,TUR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,1002756.5,,
2008,Türkiye,TUR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,342853.0,,
2008,United Kingdom,GBR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,1594737.0,,
2008,United Kingdom,GBR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,706655.0,,
2008,United States,USA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,14769862.0,,
2008,United States,USA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,5860288.5,,
2008,India,IND,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,54592232.0,,
2008,India,IND,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,16152660.0,,
2008,Lithuania,LTU,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,32660.066,,
2008,Lithuania,LTU,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,12454.32,,
2008,Slovenia,SVN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,37925.699,,
2008,Slovenia,SVN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,17086.5,,
2008,Croatia,HRV,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2008,46467.316,,
2008,Croatia,HRV,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2008,21115.43,,
2009,Belgium,BEL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,346472.81,,
2009,Belgium,BEL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,189453.91,,
2009,Canada,CAN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,1571334.0,,
2009,Canada,CAN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2009,695851.0,,
2009,Czech Republic,CZE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2009,3954320.0,,
