"COUNTRY","Country","VARIABLE","Variable","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","RUB","Russian Ruble","0","Units",,,73279100000,,
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","RUB","Russian Ruble","0","Units",,,113915600000,,
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","RUB","Russian Ruble","0","Units",,,133236100000,"B","Break"
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","RUB","Russian Ruble","0","Units",,,166294000000,,
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","RUB","Russian Ruble","0","Units",,,255604100000,,
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","RUB","Russian Ruble","0","Units",,,359690300000,,
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","RUB","Russian Ruble","0","Units",,,275169900000,,
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","RUB","Russian Ruble","0","Units",,,249761700000,,
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","RUB","Russian Ruble","0","Units",,,343973700000,,
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","RUB","Russian Ruble","0","Units",,,367642700000,,
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","RUB","Russian Ruble","0","Units",,,415998100000,,
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","RUB","Russian Ruble","0","Units",,,420195000000,,
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","RUB","Russian Ruble","0","Units",,,413682900000,,
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","RUB","Russian Ruble","0","Units",,,563768000000,,
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","RUB","Russian Ruble","0","Units",,,540371800000,,
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","RUB","Russian Ruble","0","Units",,,539415900000,,
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","RUB","Russian Ruble","0","Units",,,486452500000,,
"RUS","Russian Federation","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","RUB","Russian Ruble","0","Units",,,572942500000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995","RSD","Serbian Dinar","0","Units",,,176000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996","RSD","Serbian Dinar","0","Units",,,492000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","RSD","Serbian Dinar","0","Units",,,991000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","RSD","Serbian Dinar","0","Units",,,847000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","RSD","Serbian Dinar","0","Units",,,746000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","RSD","Serbian Dinar","0","Units",,,2853000000,"B","Break"
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","RSD","Serbian Dinar","0","Units",,,4836000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","RSD","Serbian Dinar","0","Units",,,8440000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","RSD","Serbian Dinar","0","Units",,,10977000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","RSD","Serbian Dinar","0","Units",,,13406000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","RSD","Serbian Dinar","0","Units",,,14419000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","RSD","Serbian Dinar","0","Units",,,29574000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","RSD","Serbian Dinar","0","Units",,,32478000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","RSD","Serbian Dinar","0","Units",,,30861000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","RSD","Serbian Dinar","0","Units",,,23615000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","RSD","Serbian Dinar","0","Units",,,23546000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","RSD","Serbian Dinar","0","Units",,,34551000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","RSD","Serbian Dinar","0","Units",,,28989000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","RSD","Serbian Dinar","0","Units",,,31583000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","RSD","Serbian Dinar","0","Units",,,39498000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","RSD","Serbian Dinar","0","Units",,,60955000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","RSD","Serbian Dinar","0","Units",,,60786000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","RSD","Serbian Dinar","0","Units",,,61482000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","RSD","Serbian Dinar","0","Units",,,52330000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","RSD","Serbian Dinar","0","Units",,,68856000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","RSD","Serbian Dinar","0","Units",,,50618000000,,
"SRB","Serbia, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2021","2021","RSD","Serbian Dinar","0","Units",,,100343000000,"P","Provisional value"
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995","EUR","Euro","0","Units",,,53000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996","EUR","Euro","0","Units",,,79000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","EUR","Euro","0","Units",,,315000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","EUR","Euro","0","Units",,,300000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","EUR","Euro","0","Units",,,204000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","EUR","Euro","0","Units",,,227000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","EUR","Euro","0","Units",,,201000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","EUR","Euro","0","Units",,,260000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","EUR","Euro","0","Units",,,210000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","EUR","Euro","0","Units",,,240000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","EUR","Euro","0","Units",,,360000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","EUR","Euro","0","Units",,,411000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","EUR","Euro","0","Units",,,520000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","EUR","Euro","0","Units",,,566000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","EUR","Euro","0","Units",,,662000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,342000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,432000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,311000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,360000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,550000000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,1133782000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,751418000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,749613000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,768840000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,752200000,,
"SVK","Slovak Republic","I-INV-RD","Road infrastructure investment","NAT","National currency","2021","2021","EUR","Euro","0","Units",,,1113000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995","EUR","Euro","0","Units",,,186000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996","EUR","Euro","0","Units",,,284000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","EUR","Euro","0","Units",,,293000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","EUR","Euro","0","Units",,,263000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","EUR","Euro","0","Units",,,352000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","EUR","Euro","0","Units",,,372000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","EUR","Euro","0","Units",,,284000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","EUR","Euro","0","Units",,,337000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","EUR","Euro","0","Units",,,470000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","EUR","Euro","0","Units",,,496000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","EUR","Euro","0","Units",,,450000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","EUR","Euro","0","Units",,,573000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","EUR","Euro","0","Units",,,666000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","EUR","Euro","0","Units",,,694000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","EUR","Euro","0","Units",,,406000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,221000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,112000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,102000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,104000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,128000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,145000000,"B","Break"
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,149000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,217000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,330000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,306000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,235000000,,
"SVN","Slovenia","I-INV-RD","Road infrastructure investment","NAT","National currency","2021","2021","EUR","Euro","0","Units",,,299000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995","EUR","Euro","0","Units",,,4263000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996","EUR","Euro","0","Units",,,4010000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","EUR","Euro","0","Units",,,3977000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","EUR","Euro","0","Units",,,4787000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","EUR","Euro","0","Units",,,4328000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","EUR","Euro","0","Units",,,4792000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","EUR","Euro","0","Units",,,5558000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","EUR","Euro","0","Units",,,6874000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","EUR","Euro","0","Units",,,7321000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","EUR","Euro","0","Units",,,7244000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","EUR","Euro","0","Units",,,8580000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","EUR","Euro","0","Units",,,8411000000,"B","Break"
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","EUR","Euro","0","Units",,,8077000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","EUR","Euro","0","Units",,,8522000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","EUR","Euro","0","Units",,,9422000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,7851000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,5966000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,5316000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,4646000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,4358000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,4259000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,3880000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,3690000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,3518000000,,
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,3445000000,"P","Provisional value"
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,3927291764,"E","Estimated value"
"ESP","Spain","I-INV-RD","Road infrastructure investment","NAT","National currency","2021","2021","EUR","Euro","0","Units",,,3959000000,"E","Estimated value"
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995","SEK","Swedish Krona","0","Units",,,8508000000,"E","Estimated value"
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996","SEK","Swedish Krona","0","Units",,,8631000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","SEK","Swedish Krona","0","Units",,,7704000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","SEK","Swedish Krona","0","Units",,,9328000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","SEK","Swedish Krona","0","Units",,,8160000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","SEK","Swedish Krona","0","Units",,,7703000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","SEK","Swedish Krona","0","Units",,,9324000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","SEK","Swedish Krona","0","Units",,,11867000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","SEK","Swedish Krona","0","Units",,,12766000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","SEK","Swedish Krona","0","Units",,,13168000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","SEK","Swedish Krona","0","Units",,,12045000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","SEK","Swedish Krona","0","Units",,,13022000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","SEK","Swedish Krona","0","Units",,,13163000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","SEK","Swedish Krona","0","Units",,,15426000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","SEK","Swedish Krona","0","Units",,,16711000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","SEK","Swedish Krona","0","Units",,,15906000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","SEK","Swedish Krona","0","Units",,,17258000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","SEK","Swedish Krona","0","Units",,,19260000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","SEK","Swedish Krona","0","Units",,,17414000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","SEK","Swedish Krona","0","Units",,,16964000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","SEK","Swedish Krona","0","Units",,,17413000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","SEK","Swedish Krona","0","Units",,,19752000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","SEK","Swedish Krona","0","Units",,,22882000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","SEK","Swedish Krona","0","Units",,,25611000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","SEK","Swedish Krona","0","Units",,,26503000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","SEK","Swedish Krona","0","Units",,,30852000000,,
"SWE","Sweden","I-INV-RD","Road infrastructure investment","NAT","National currency","2021","2021","SEK","Swedish Krona","0","Units",,,29527000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995","CHF","Swiss Franc","0","Units",,,3895000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996","CHF","Swiss Franc","0","Units",,,3793000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","CHF","Swiss Franc","0","Units",,,3841000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","CHF","Swiss Franc","0","Units",,,3727000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","CHF","Swiss Franc","0","Units",,,4166000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","CHF","Swiss Franc","0","Units",,,4231000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","CHF","Swiss Franc","0","Units",,,4177000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","CHF","Swiss Franc","0","Units",,,4177000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","CHF","Swiss Franc","0","Units",,,4159000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","CHF","Swiss Franc","0","Units",,,4214000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","CHF","Swiss Franc","0","Units",,,4283000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","CHF","Swiss Franc","0","Units",,,4264000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","CHF","Swiss Franc","0","Units",,,4393000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","CHF","Swiss Franc","0","Units",,,4508000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","CHF","Swiss Franc","0","Units",,,4525000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","CHF","Swiss Franc","0","Units",,,4725000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","CHF","Swiss Franc","0","Units",,,4717000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","CHF","Swiss Franc","0","Units",,,4677000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","CHF","Swiss Franc","0","Units",,,4593000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","CHF","Swiss Franc","0","Units",,,4430000000,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","CHF","Swiss Franc","0","Units",,,4511366157.3241,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","CHF","Swiss Franc","0","Units",,,4326127505.995,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","CHF","Swiss Franc","0","Units",,,4368790430.8763,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","CHF","Swiss Franc","0","Units",,,4407738968.4266,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","CHF","Swiss Franc","0","Units",,,4785430086.8947,,
"CHE","Switzerland","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","CHF","Swiss Franc","0","Units",,,5030848325.9883,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995","TRY","Turkish Lira","0","Units",,,41000000,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996","TRY","Turkish Lira","0","Units",,,97000000,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","TRY","Turkish Lira","0","Units",,,209000000,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","TRY","Turkish Lira","0","Units",,,299000000,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","TRY","Turkish Lira","0","Units",,,380000000,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","TRY","Turkish Lira","0","Units",,,576000000,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","TRY","Turkish Lira","0","Units",,,1542000000,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","TRY","Turkish Lira","0","Units",,,1402000000,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","TRY","Turkish Lira","0","Units",,,1693739899.0736,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","TRY","Turkish Lira","0","Units",,,2270178238.4366,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","TRY","Turkish Lira","0","Units",,,3050092567.6577,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","TRY","Turkish Lira","0","Units",,,4151416881.1616,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","TRY","Turkish Lira","0","Units",,,4000966445.9057,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","TRY","Turkish Lira","0","Units",,,6389962117.6641,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","TRY","Turkish Lira","0","Units",,,7470680659.9184,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","TRY","Turkish Lira","0","Units",,,10256980071.503,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","TRY","Turkish Lira","0","Units",,,12152686133.333,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","TRY","Turkish Lira","0","Units",,,11113900000,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","TRY","Turkish Lira","0","Units",,,15767664537.244,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","TRY","Turkish Lira","0","Units",,,19327779807.896,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","TRY","Turkish Lira","0","Units",,,27378199420.306,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","TRY","Turkish Lira","0","Units",,,24510379771.813,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","TRY","Turkish Lira","0","Units",,,25318455631.109,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","TRY","Turkish Lira","0","Units",,,49606855462.798,,
"TUR","Türkiye","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","TRY","Turkish Lira","0","Units",,,39987292059.66,,
